Ticker,Date,ClosePrice,ChangePct,AbsChange,OvernightReturn,20D_Range,VolRatio,5D_Change,Direction,Volume,DayOfWeek,Bin,RangeBin,VolBin,Month,OvernightAbs,AvgOvernightVol20,VolSpike,GapBin
WMB,2026-04-16,70.86000061035156,0.1413206205513884,0.1413206205513884,-1.354782777594865,17.550253569216864,0.8133321720314287,-2.6915670045134177,Up,5089300.0,Thursday,<1%,0-25%,0.8-1.2x,April,1.354782777594865,0.6091796409954042,2.2239462490590456,-2 to -1%
WMB,2026-04-17,71.1500015258789,0.4092589797197732,0.4092589797197732,0.3513703368074772,30.13244071115041,1.244140371534471,-2.1858625028673195,Up,7861300.0,Friday,<1%,25-50%,1.2-2x,April,0.3513703368074772,0.6247228553590167,0.5624419433246942,0 to 0.5%
WMB,2026-04-20,70.91000366210938,-0.33731252090308805,0.33731252090308805,0.5499920596631291,26.15896674771844,0.7925999006652724,-0.8806223725966289,Down,4691700.0,Monday,<1%,25-50%,<0.8x,April,0.5499920596631291,0.6259831796375914,0.8786051727165308,0.5 to 1%
WMB,2026-04-21,70.43000030517578,-0.6769190976506523,0.6769190976506523,0.8945012788416307,18.21189250639467,0.8978676028632315,-1.4137767381221078,Down,5258200.0,Tuesday,<1%,0-25%,0.8-1.2x,April,0.8945012788416307,0.6645943618027411,1.34593570191486,0.5 to 1%
WMB,2026-04-22,71.0999984741211,0.9512965583447164,0.9512965583447164,0.5625900625363611,29.304575741307985,0.8751283562992209,0.4804922662891453,Up,5143300.0,Wednesday,<1%,25-50%,0.8-1.2x,April,0.5625900625363611,0.684665662669451,0.8217004199434687,0.5 to 1%
WMB,2026-04-23,71.6500015258789,0.773562677301598,0.773562677301598,0.18143370641940937,38.41058515173524,0.958295746304906,1.1148756826456108,Up,5662100.0,Thursday,<1%,25-50%,0.8-1.2x,April,0.18143370641940937,0.6639309223055428,0.2732719629767644,0 to 0.5%
WMB,2026-04-24,72.18000030517578,0.7397051891275153,0.7397051891275153,0.0,47.1853980484416,0.6893045054604943,1.4476440719713102,Up,4053400.0,Friday,<1%,25-50%,<0.8x,April,0.0,0.6321998099509091,0.0,-0.5 to 0%
WMB,2026-04-27,71.61000061035156,-0.7896920094406568,0.7896920094406568,0.7959777823850711,41.53004856966168,1.103783467566391,0.9871624765071418,Down,6490600.0,Monday,<1%,25-50%,0.8-1.2x,April,0.7959777823850711,0.6305471772455112,1.2623603928610523,0.5 to 1%
WMB,2026-04-28,73.04000091552734,1.9969282125226862,1.9969282125226862,0.1916749560427089,68.45019073492772,1.0734392060736861,3.7058080349884115,Up,6301700.0,Tuesday,1-2%,50-75%,0.8-1.2x,April,0.1916749560427089,0.6035641546344112,0.31757180172306554,0 to 0.5%
WMB,2026-04-29,73.31999969482422,0.38334991208544,0.38334991208544,-0.23185784186154912,73.61622161850198,0.9850844614831676,3.122364653089482,Up,5591300.0,Wednesday,<1%,50-75%,0.8-1.2x,April,0.23185784186154912,0.5443959312718321,0.42589929230344675,-0.5 to 0%
WMB,2026-04-30,76.30999755859375,4.078011287799566,4.078011287799566,0.052418971048484586,98.0337150890668,1.545114249064185,6.503832426342271,Up,8829200.0,Thursday,3-5%,75-100%,1.2-2x,April,0.052418971048484586,0.512212481435404,0.1023383321343278,0 to 0.5%
WMB,2026-05-01,75.54000091552734,-1.0090376984682403,1.0090376984682403,-0.26476644852092557,87.21914807893428,0.813948368210712,4.655029919846965,Down,4621200.0,Friday,1-2%,75-100%,0.8-1.2x,May,0.26476644852092557,0.5129507826686874,0.5161634555725729,-0.5 to 0%
WMB,2026-05-04,75.41000366210938,-0.1720906166831293,0.1720906166831293,-0.2784865451116669,85.39334270577949,1.298733081079046,5.306525651961103,Down,7588900.0,Monday,<1%,75-100%,1.2-2x,May,0.2784865451116669,0.5241198462829044,0.5313413469967098,-0.5 to 0%
WMB,2026-05-05,76.12000274658203,0.9415184325596293,0.9415184325596293,-1.99685262429814,84.03464575256217,1.51323444768637,4.216869923943167,Up,9109800.0,Tuesday,<1%,75-100%,1.2-2x,May,1.99685262429814,0.473367979296912,4.21839395910142,-2 to -1%
WMB,2026-05-06,73.76000213623047,-3.1003685302120276,3.1003685302120276,-2.1556452294408945,54.826724025600015,1.363929166718885,0.6001124430409899,Down,8162400.0,Wednesday,3-5%,50-75%,1.2-2x,May,2.1556452294408945,0.570192587199051,3.78055639065748,<-2%
WMB,2026-05-07,72.94999694824219,-1.0981631840143558,1.0981631840143558,0.20562238814805234,44.80190961435685,1.1835688655424554,-4.4030935891088525,Down,7202200.0,Thursday,1-2%,25-50%,0.8-1.2x,May,0.20562238814805234,0.5633080926921646,0.3650265118069596,0 to 0.5%
WMB,2026-05-08,71.95999908447266,-1.3570910283545734,1.3570910283545734,0.4585906548821628,32.54946358192438,0.7797436414018145,-4.739213380547913,Down,4721800.0,Friday,1-2%,25-50%,<0.8x,May,0.4585906548821628,0.5718027140642684,0.8020085312687393,0 to 0.5%
WMB,2026-05-11,74.18000030517578,3.085048984085037,3.085048984085037,0.5931550816878906,60.02471998806491,0.9572181069958847,-1.6310877830544745,Up,5815100.0,Monday,3-5%,50-75%,0.8-1.2x,May,0.5931550816878906,0.5783963203410369,1.0255166930144912,0.5 to 1%
WMB,2026-05-12,74.7300033569336,0.7414438521098798,0.7414438521098798,0.7225923482883312,66.83168690784865,0.9672043015138673,-1.8260632415844857,Up,5928000.0,Tuesday,<1%,50-75%,0.8-1.2x,May,0.7225923482883312,0.5935290843466179,1.2174506142083865,0.5 to 1%
WMB,2026-05-13,75.70999908447266,1.3113818861459237,1.3113818861459237,0.0,78.96034415360008,1.0002871152795996,2.6437051135663747,Up,6218800.0,Wednesday,1-2%,75-100%,0.8-1.2x,May,0.0,0.5921155546789375,0.0,-0.5 to 0%
WMB,2026-05-14,77.69000244140625,2.615246837771612,2.615246837771612,0.14158914518573873,98.81798481155123,1.0143127796086673,6.497608898499441,Up,6371000.0,Thursday,2-3%,75-100%,0.8-1.2x,May,0.14158914518573873,0.5314558730584812,0.2664175002355432,0 to 0.5%
WMB,2026-05-15,77.72000122070312,0.03861343590445543,0.03861343590445543,0.32166751939448623,93.89675061093385,1.4662302904776556,8.004449985427176,Up,9316200.0,Friday,<1%,75-100%,1.2-2x,May,0.32166751939448623,0.5299707321878316,0.6069533652671242,0 to 0.5%
WMB,2026-05-18,77.69000244140625,-0.03859853168515226,0.03859853168515226,0.18020258109017195,92.78235877176465,1.0458562996851435,4.731736481248783,Down,6753000.0,Monday,<1%,75-100%,0.8-1.2x,May,0.18020258109017195,0.5114812582591839,0.35231512040829766,0 to 0.5%
WMB,2026-05-19,79.4000015258789,2.2010542292907553,2.2010542292907553,0.17632164604279854,97.86762181134408,1.264296976319481,6.249160924883079,Up,8359500.0,Tuesday,2-3%,75-100%,1.2-2x,May,0.17632164604279854,0.4755722766192422,0.3707567802232658,0 to 0.5%
WMB,2026-05-20,77.87999725341797,-1.9143630267633216,1.9143630267633216,0.3980549549578605,75.7441604006652,0.9795595237115361,2.8661975897320557,Down,6545500.0,Wednesday,1-2%,75-100%,0.8-1.2x,May,0.3980549549578605,0.46734552124031714,0.8517358931812117,0 to 0.5%
WMB,2026-05-21,77.5199966430664,-0.4622504148018125,0.4622504148018125,0.3870008575195705,71.7750245410797,0.6323779891236494,-0.21882583729877503,Down,4178700.0,Thursday,<1%,50-75%,<0.8x,May,0.3870008575195705,0.4776238787953252,0.8102627919183473,0 to 0.5%
WMB,2026-05-22,78.47000122070312,1.2254961542515597,1.2254961542515597,-0.28036347302244913,81.8078995712883,0.9234427922484534,0.9650025581834587,Up,6201200.0,Friday,1-2%,75-100%,0.8-1.2x,May,0.28036347302244913,0.49164205244644765,0.5702593413792403,-0.5 to 0%
KMI,2025-06-24,27.403789520263672,1.602000998519193,1.602000998519193,0.49053947029438216,89.33342884318117,1.0217048974313012,3.1814922677140034,Up,13252100.0,Tuesday,1-2%,75-100%,0.8-1.2x,June,0.49053947029438216,,,0 to 0.5%
KMI,2025-06-25,27.182945251464844,-0.8058895235475538,0.8058895235475538,0.10597245829468971,73.9999630962079,1.0212163908165592,3.057881354038594,Down,13100700.0,Wednesday,<1%,50-75%,0.8-1.2x,June,0.10597245829468971,,,0 to 0.5%
KMI,2025-06-26,27.73985481262207,2.048746212028729,2.048746212028729,0.17307100223316052,99.41175187410938,0.9632280352514898,4.787809641286067,Up,12445200.0,Thursday,2-3%,75-100%,0.8-1.2x,June,0.17307100223316052,,,0 to 0.5%
KMI,2025-06-27,27.826271057128906,0.3115237808220872,0.3115237808220872,0.34506326037460067,90.81631648047491,1.3029754373884583,3.4630489465498293,Up,17106100.0,Friday,<1%,75-100%,1.2-2x,June,0.34506326037460067,,,0 to 0.5%
KMI,2025-06-30,28.229549407958984,1.449271984744649,1.449271984744649,-0.13604841373993093,92.4369628320583,1.0907985061164427,4.663579648877647,Up,14239900.0,Monday,1-2%,75-100%,0.8-1.2x,June,0.13604841373993093,,,-0.5 to 0%
KMI,2025-07-01,27.2021484375,-3.639452247754693,3.639452247754693,2.321355374590439e-06,47.47902902418241,1.4367647801665875,-0.7358145946003924,Down,18914800.0,Tuesday,3-5%,25-50%,1.2-2x,July,2.321355374590439e-06,,,0 to 0.5%
KMI,2025-07-02,27.365381240844727,0.600073202746354,0.600073202746354,-0.24561666481968114,54.62191654235144,1.1676047054525773,0.6711413634254759,Up,15597500.0,Wednesday,<1%,50-75%,0.8-1.2x,July,0.24561666481968114,,,-0.5 to 0%
KMI,2025-07-03,27.278963088989258,-0.31579370700117737,0.31579370700117737,-0.035198291671800774,50.840353488949376,0.39180772646127093,-1.6614784999635202,Down,5100600.0,Thursday,<1%,50-75%,<0.8x,July,0.035198291671800774,,,-0.5 to 0%
KMI,2025-07-07,27.2021484375,-0.2815893376836742,0.2815893376836742,-0.6706656821316326,47.47902902418241,0.7206324763564298,-2.242925824834907,Down,9336100.0,Monday,<1%,25-50%,<0.8x,July,0.6706656821316326,,,-1 to -0.5%
KMI,2025-07-08,27.01011085510254,-0.7059647617124409,0.7059647617124409,0.2843869560750223,39.07567613052828,1.0814039402741102,-4.319723759078631,Down,14131100.0,Tuesday,<1%,25-50%,0.8-1.2x,July,0.2843869560750223,,,0 to 0.5%
KMI,2025-07-09,26.693246841430664,-1.1731311114260623,1.1731311114260623,-0.35970454704575827,25.21005621935189,0.9963015666809821,-1.8708139808831459,Down,13026100.0,Wednesday,1-2%,25-50%,0.8-1.2x,July,0.35970454704575827,,,-0.5 to 0%
KMI,2025-07-10,26.68364715576172,-0.035962974927594704,0.035962974927594704,-0.10795061155093322,22.17386731977255,0.9070673086935093,-2.4912281655534607,Down,11760300.0,Thursday,<1%,0-25%,0.8-1.2x,July,0.10795061155093322,,,-0.5 to 0%
KMI,2025-07-11,26.731657028198242,0.179922452715231,0.179922452715231,-0.03592175935349662,24.347803028511645,0.8771967339759578,-2.0063301490074847,Up,11281000.0,Friday,<1%,0-25%,0.8-1.2x,July,0.03592175935349662,,,-0.5 to 0%
KMI,2025-07-14,27.192546844482422,1.7241348555310454,1.7241348555310454,-0.1412361948204044,45.21736127903828,1.1134353856131343,-0.035297186322025276,Up,14618900.0,Monday,1-2%,25-50%,0.8-1.2x,July,0.1412361948204044,,,-0.5 to 0%
KMI,2025-07-15,26.82767677307129,-1.3418017572898622,1.3418017572898622,0.14315901807948617,28.695674445989834,1.2361722524012706,-0.6754288533280306,Down,16441400.0,Tuesday,1-2%,25-50%,1.2-2x,July,0.14315901807948617,,,0 to 0.5%
KMI,2025-07-16,26.798870086669922,-0.1073767462051789,0.1073767462051789,-2.5438840060730605,27.39127847407427,1.2046983724599383,0.3956927602951632,Down,16290600.0,Wednesday,<1%,25-50%,1.2-2x,July,2.5438840060730605,,,<-2%
KMI,2025-07-17,26.395591735839844,-1.5048334109827755,1.5048334109827755,0.5092685992055923,22.304867814673905,1.7507527761108426,-1.079520420279867,Down,24725400.0,Thursday,1-2%,0-25%,1.2-2x,July,0.5092685992055923,,,0.5 to 1%
KMI,2025-07-18,26.770063400268555,1.4186901668139296,1.4186901668139296,-0.4304181935427809,36.80294548724252,1.293196048248418,0.14367374244625974,Up,18793100.0,Friday,1-2%,25-50%,1.2-2x,July,0.4304181935427809,,,-0.5 to 0%
KMI,2025-07-21,26.030717849731445,-2.7618371293423705,2.7618371293423705,0.22132458788655107,8.17837856598316,1.3250589398641013,-4.272600876246058,Down,19410000.0,Monday,2-3%,0-25%,1.2-2x,July,0.22132458788655107,,,0 to 0.5%
KMI,2025-07-22,25.896291732788086,-0.5164134071114268,0.5164134071114268,-0.3707737564601965,2.9739252794044195,0.9018398579648506,-3.471732003339534,Down,13201700.0,Tuesday,<1%,0-25%,0.8-1.2x,July,0.3707737564601965,0.36751028975042677,1.0088799328910925,-0.5 to 0%
KMI,2025-07-23,25.74266242980957,-0.5932482710796827,0.5932482710796827,0.11190288014302219,10.64516571490841,1.479902364170513,-3.941239512876782,Down,22335900.0,Wednesday,<1%,0-25%,1.2-2x,July,0.11190288014302219,0.34857846024285877,0.3210263768594827,0 to 0.5%
KMI,2025-07-24,26.328378677368164,2.2752745531104956,2.2752745531104956,0.40116059569046403,30.322633137773597,1.2400428010938058,-0.2546374377370708,Up,19086900.0,Thursday,2-3%,25-50%,1.2-2x,July,0.40116059569046403,0.3633378671126475,1.1040979540018332,0 to 0.5%
KMI,2025-07-25,26.299570083618164,-0.10942031069601788,0.10942031069601788,0.6936926683424716,29.354792195376874,0.9797265537974561,-1.757535309556535,Down,15215800.0,Friday,<1%,25-50%,0.8-1.2x,July,0.6936926683424716,0.38936895041811304,1.7815818842195017,0.5 to 1%
KMI,2025-07-28,26.126737594604492,-0.6571684953942558,0.6571684953942558,0.6982716942265377,23.548387325518767,0.9022632710606014,0.3688709063935258,Down,13866600.0,Monday,<1%,0-25%,0.8-1.2x,July,0.6982716942265377,0.4070293721107099,1.7155314630134637,0.5 to 1%
KMI,2025-07-29,26.770063400268555,2.4623273508014076,2.4623273508014076,-0.07173470745645005,47.45759933779964,0.9926144947834601,3.3741188757699936,Up,15308200.0,Tuesday,2-3%,25-50%,0.8-1.2x,July,0.07173470745645005,0.4038136867965358,0.17764308096024012,-0.5 to 0%
KMI,2025-07-30,26.894887924194336,0.46628400560504435,0.46628400560504435,-0.3860394176660509,73.20574504022368,1.1783520026107301,4.4759375512398725,Up,18126200.0,Wednesday,<1%,50-75%,0.8-1.2x,July,0.3860394176660509,0.42311554161206966,0.9123735237784961,-0.5 to 0%
KMI,2025-07-31,27.22771453857422,1.2375088355749408,1.2375088355749408,-0.9978570579202484,89.79074511216737,0.9703957334931862,3.4158421687360496,Up,14893100.0,Thursday,1-2%,75-100%,0.8-1.2x,July,0.9978570579202484,0.460727561267098,2.1658288798176755,-1 to -0.5%
KMI,2025-08-01,27.266529083251953,0.14255527992532713,0.14255527992532713,0.035589104342914624,93.06063059998777,1.026414501339661,3.67671029054617,Up,16329100.0,Friday,<1%,75-100%,0.8-1.2x,August,0.035589104342914624,0.4607471019006537,0.07724216646421435,0 to 0.5%
KMI,2025-08-04,27.441190719604492,0.6405715807070722,0.6405715807070722,-0.03536288913960073,92.02486319330276,1.0233425223835246,5.031064901388427,Up,16654700.0,Monday,<1%,75-100%,0.8-1.2x,August,0.03536288913960073,0.4289819622510521,0.0824344430568514,-0.5 to 0%
KMI,2025-08-05,27.208309173583984,-0.848656854580776,0.848656854580776,-3.3166958108851508,81.39124552198366,1.0927941724769037,1.637074095652058,Down,17996200.0,Tuesday,<1%,75-100%,0.8-1.2x,August,3.3166958108851508,0.5805974049915585,5.712557070304806,<-2%
KMI,2025-08-06,25.95656967163086,-4.6005780585895995,4.6005780585895995,0.5233659874071872,24.235496106421234,2.1875466307341376,-3.4888349607859026,Down,38849100.0,Wednesday,3-5%,0-25%,>2x,August,0.5233659874071872,0.5887804770096301,0.8888983379090999,0.5 to 1%
KMI,2025-08-07,25.96627426147461,0.03738779802771042,0.03738779802771042,0.5979111514386792,24.67861794161515,0.9807101111448937,-4.632927509624407,Up,17708300.0,Thursday,<1%,0-25%,0.8-1.2x,August,0.5979111514386792,0.6132785040040173,0.9749422938110393,0.5 to 1%
KMI,2025-08-08,26.092418670654297,0.4858009582331402,0.4858009582331402,0.037189397950254666,30.438505066690784,0.8286058030189157,-4.30605013572789,Up,15120900.0,Friday,<1%,25-50%,0.8-1.2x,August,0.037189397950254666,0.6133418859338551,0.060634042453551425,0 to 0.5%
KMI,2025-08-11,26.092418670654297,0.0,0.0,0.03719106334159061,30.438505066690784,0.6732712154903682,-4.9151367472790035,Flat,12205000.0,Monday,<1%,25-50%,<0.8x,August,0.03719106334159061,0.6081396293599145,0.06115546750461788,0 to 0.5%
KMI,2025-08-12,25.772207260131836,-1.227220115406924,1.227220115406924,0.33884703496362967,15.8173134279604,0.8394790539889704,-5.278174047090111,Down,15164400.0,Tuesday,1-2%,0-25%,0.8-1.2x,August,0.33884703496362967,0.6179240302041217,0.5483635825777754,0 to 0.5%
KMI,2025-08-13,26.07301139831543,1.1671648266189383,1.1671648266189383,-0.22330264123943122,29.552348487858616,0.8046733269773743,0.44860213871724675,Up,14462100.0,Wednesday,1-2%,25-50%,0.8-1.2x,August,0.22330264123943122,0.5018949619624402,0.4449190730393151,-0.5 to 0%
KMI,2025-08-14,26.053604125976562,-0.07443433381124631,0.07443433381124631,0.22346049645132204,28.666191909026438,0.8561471377069685,0.33632035009165673,Down,14969600.0,Thursday,<1%,25-50%,0.8-1.2x,August,0.22346049645132204,0.48760455682472675,0.4582822152165544,0 to 0.5%
KMI,2025-08-15,25.878942489624023,-0.6703933763175352,0.6703933763175352,-0.44994239642467404,20.690956882648205,0.7927360343346942,-0.8181540535771248,Down,13657300.0,Friday,<1%,0-25%,<0.8x,August,0.44994239642467404,0.4885807669688214,0.9209171274099436,-0.5 to 0%
KMI,2025-08-18,25.451993942260742,-1.6497913217839666,1.6497913217839666,-0.49560772244767737,2.19294964126288,0.629020030711076,-2.454447540786353,Down,10558400.0,Monday,1-2%,0-25%,<0.8x,August,0.49560772244767737,0.5022949236968777,0.9866867035008383,-0.5 to 0%
KMI,2025-08-19,25.616952896118164,0.6481179990520225,0.6481179990520225,0.037877012507903096,15.573750118484089,0.7423768527176775,-0.6024100398022258,Up,12432600.0,Tuesday,<1%,0-25%,<0.8x,August,0.037877012507903096,0.4856500864992629,0.0779923932083158,0 to 0.5%
KMI,2025-08-20,25.781909942626953,0.6439370333299221,0.6439370333299221,-0.2258186928203343,22.540943864308254,0.983971044467425,-1.116485745514173,Up,16175500.0,Wednesday,<1%,0-25%,0.8-1.2x,August,0.2258186928203343,0.4913458771331286,0.45959211897314733,-0.5 to 0%
KMI,2025-08-21,26.024494171142578,0.9409086799831767,0.9409086799831767,0.26099748224994723,32.78683123632536,0.7240499443088777,-0.11173100924244395,Up,11632800.0,Thursday,<1%,25-50%,<0.8x,August,0.26099748224994723,0.48433772146110277,0.5388749847164402,0 to 0.5%
KMI,2025-08-22,25.90805435180664,-0.44742394826275955,0.44742394826275955,-1.5469733383177697e-06,27.86883107681709,0.8165812966898884,0.11249247218771963,Down,13030200.0,Friday,<1%,25-50%,0.8-1.2x,August,1.5469733383177697e-06,0.44965316539264605,3.440370172790671e-06,-0.5 to 0%
KMI,2025-08-25,25.694578170776367,-0.8239761200569906,0.8239761200569906,0.22658494143434904,18.85236318511474,0.7044280610735659,0.9531050064915947,Down,11144700.0,Monday,<1%,0-25%,<0.8x,August,0.22658494143434904,0.42606882775303667,0.5318036117058651,0 to 0.5%
KMI,2025-08-26,25.830425262451172,0.5286994430183434,0.5286994430183434,1.2271521798723484e-05,24.59005689106183,0.8706999047379149,0.8333245846946724,Up,13705500.0,Tuesday,<1%,0-25%,0.8-1.2x,August,1.2271521798723484e-05,0.4224827059563041,2.904621094713563e-05,0 to 0.5%
KMI,2025-08-27,26.034198760986328,0.7888894451589801,0.7888894451589801,0.14907681397136052,33.19671828932593,0.9096700093621211,0.9785497619098082,Up,14137500.0,Wednesday,<1%,25-50%,0.8-1.2x,August,0.14907681397136052,0.4106345757715696,0.36304009152480604,0 to 0.5%
KMI,2025-08-28,26.2088565826416,0.6708784213363517,0.6708784213363517,-0.037020806252474614,40.57363796902604,0.7701957232070131,0.708418808398803,Up,11852800.0,Thursday,<1%,25-50%,<0.8x,August,0.037020806252474614,0.3625927631881809,0.10210023478395044,-0.5 to 0%
KMI,2025-08-29,26.179746627807617,-0.11106915230046921,0.11106915230046921,-0.9266065676376445,39.34413792914897,0.9188126305066481,1.048678809730963,Down,14034500.0,Friday,<1%,25-50%,0.8-1.2x,August,0.9266065676376445,0.4071436363529174,2.2758714244877694,-1 to -0.5%
KMI,2025-09-02,25.946866989135742,-0.8895412243009049,0.8895412243009049,-3.7663003160659514e-06,31.168764295887375,0.7299584660284403,0.9818756964312225,Down,10941300.0,Tuesday,<1%,25-50%,<0.8x,September,3.7663003160659514e-06,0.40537568021095316,9.290888674194783e-06,-0.5 to 0%
KMI,2025-09-03,25.937162399291992,-0.03740177898091668,0.03740177898091668,0.5237607577178949,52.20578046560049,0.7033444591601804,0.4132225302383219,Down,10270700.0,Wednesday,<1%,50-75%,<0.8x,September,0.5237607577178949,0.26572892755259037,1.9710340253197969,0.5 to 1%
KMI,2025-09-04,25.917755126953125,-0.07482419256239492,0.07482419256239492,0.18720684468997995,59.482506942343214,0.9924597888560717,-0.44727181774343316,Down,13220800.0,Thursday,<1%,50-75%,0.8-1.2x,September,0.18720684468997995,0.24892097041673003,0.7520734166212206,0 to 0.5%
KMI,2025-09-05,25.80131721496582,-0.4492592487927882,0.4492592487927882,0.6017248965421551,50.44254183098064,0.8845548750354499,-1.5549681322064912,Down,11509200.0,Friday,<1%,50-75%,0.8-1.2x,September,0.6017248965421551,0.24911165767190377,2.4154826882275655,0.5 to 1%
KMI,2025-09-08,25.694578170776367,-0.41369610435059156,0.41369610435059156,0.5664648399356542,40.70784122270995,1.1281389914420015,-1.8532205980783423,Down,14652100.0,Monday,<1%,25-50%,0.8-1.2x,September,0.5664648399356542,0.2755754297711738,2.055570920840159,0.5 to 1%
KMI,2025-09-09,25.84983253479004,0.6042300557798308,0.6042300557798308,-0.07507224957755687,54.86718435040405,0.8508111942368021,-0.3739736839377672,Up,10998900.0,Tuesday,<1%,50-75%,0.8-1.2x,September,0.07507224957755687,0.2774694890829721,0.2705603770189951,-0.5 to 0%
KMI,2025-09-10,26.567882537841797,2.7777742934518734,2.7777742934518734,-0.29217900822781084,94.44443586660232,0.9425131203667634,2.4317237515813384,Up,12037000.0,Wednesday,2-3%,75-100%,0.8-1.2x,September,0.29217900822781084,0.27513608774618115,1.0619436026049485,-0.5 to 0%
KMI,2025-09-11,26.752248764038086,0.6939439977336814,0.6939439977336814,0.10882007358667956,99.358959068491,0.8743793099069124,3.219775914223111,Up,11016200.0,Thursday,<1%,75-100%,0.8-1.2x,September,0.10882007358667956,0.26941195936354356,0.40391701186448864,0 to 0.5%
KMI,2025-09-12,26.761953353881836,0.036275790978712585,0.036275790978712585,0.32631552358552973,87.15085628747218,0.7054092228287194,3.7232057995814527,Up,8665000.0,Friday,<1%,75-100%,<0.8x,September,0.32631552358552973,0.27455471072025395,1.188526406010259,0 to 0.5%
KMI,2025-09-15,26.548477172851562,-0.7976853490752722,0.7976853490752722,0.18274824039956616,74.86025610737099,0.790786493690573,3.323265306789014,Down,9551400.0,Monday,<1%,50-75%,<0.8x,September,0.18274824039956616,0.26119500291899855,0.6996620852514541,0 to 0.5%
KMI,2025-09-16,26.402925491333008,-0.5482487020664006,0.5482487020664006,0.2940185870065948,66.48031641361992,0.995439488590906,2.1396384514235756,Down,12100000.0,Tuesday,<1%,50-75%,0.8-1.2x,September,0.2940185870065948,0.2511155461469444,1.170849800093798,0 to 0.5%
KMI,2025-09-17,26.752248764038086,1.3230476025080984,1.3230476025080984,6.477839376017869e-07,85.62872629735251,0.8289452251066277,0.6939439977336814,Up,9974300.0,Wednesday,1-2%,75-100%,0.8-1.2x,September,6.477839376017869e-07,0.24922172791074618,2.599227374885138e-06,0 to 0.5%
KMI,2025-09-18,26.84928321838379,0.3627151317318056,0.3627151317318056,0.10842521803238192,87.93110398543796,0.8668336140413084,0.3627151317318056,Up,10169900.0,Thursday,<1%,75-100%,0.8-1.2x,September,0.10842521803238192,0.24335205417134853,0.4455488095285926,0 to 0.5%
KMI,2025-09-19,26.606698989868164,-0.9035035555419513,0.9035035555419513,-0.2917589878404514,73.56334049565689,1.7077782052112802,-0.580130911823562,Down,20820600.0,Friday,<1%,50-75%,1.2-2x,September,0.2917589878404514,0.24489012945087377,1.1913872906787768,-0.5 to 0%
KMI,2025-09-22,26.373817443847656,-0.8752741033721922,0.8752741033721922,0.07358326669244519,59.77024687686991,0.8219073362089094,-0.6578898212004192,Down,9891400.0,Monday,<1%,50-75%,0.8-1.2x,September,0.07358326669244519,0.24856921543682908,0.2960272717727007,0 to 0.5%
KMI,2025-09-23,26.655214309692383,1.0669553865072734,1.0669553865072734,0.5824516624520548,76.43680281895283,0.9242647544597133,0.955533576921952,Up,11122200.0,Tuesday,1-2%,75-100%,0.8-1.2x,September,0.5824516624520548,0.26636255148771437,2.1866875024243777,0.5 to 1%
KMI,2025-09-24,26.99483299255371,1.2741172474379114,1.2741172474379114,0.07189662906708083,88.39773852247012,1.1636165662323132,0.906780699653642,Up,14020800.0,Wednesday,1-2%,75-100%,0.8-1.2x,September,0.07189662906708083,0.2699567693649785,0.26632645381037806,0 to 0.5%
KMI,2025-09-25,27.101572036743164,0.3954054622930858,0.3954054622930858,0.8950893624521283,86.36362495777816,1.1228397486252946,0.9396482442653564,Up,13493300.0,Thursday,<1%,75-100%,0.8-1.2x,September,0.8950893624521283,0.30725739678901687,2.913158061632461,0.5 to 1%
KMI,2025-09-26,27.37326431274414,1.00249637044163,1.00249637044163,0.3190305595202503,86.89951183089345,1.1369372091468142,2.881098941164728,Up,13771800.0,Friday,1-2%,75-100%,0.8-1.2x,September,0.3190305595202503,0.32135788445240565,0.992757840884716,0 to 0.5%
KMI,2025-09-29,27.528518676757812,0.5671751905065747,0.5671751905065747,-0.31722372422678946,93.886417269161,1.130686015493006,4.378210455762144,Up,13675800.0,Monday,<1%,75-100%,0.8-1.2x,September,0.31722372422678946,0.2908887422818629,1.0905328330630573,-0.5 to 0%
KMI,2025-09-30,27.470300674438477,-0.21148251020309816,0.21148251020309816,-0.28258893984890454,91.26643502522084,1.3302443600437641,3.0578871183553513,Down,16456300.0,Tuesday,<1%,75-100%,1.2-2x,September,0.28258893984890454,0.3050180009592923,0.9264664346371441,-0.5 to 0%
KMI,2025-10-01,27.460596084594727,-0.035327570523391305,0.035327570523391305,-0.21201271641457797,90.82969978762404,1.1088673541325622,1.7253786758728795,Down,13920000.0,Wednesday,<1%,75-100%,0.8-1.2x,October,0.21201271641457797,0.2894305988941265,0.7325165937003505,-0.5 to 0%
KMI,2025-10-02,27.38296890258789,-0.28268571362288775,0.28268571362288775,0.03543115012061282,74.34942528605463,0.9470168808042033,1.0383045878785913,Down,11822000.0,Thursday,<1%,50-75%,0.8-1.2x,October,0.03543115012061282,0.2818418141656581,0.12571289404129174,0 to 0.5%
KMI,2025-10-03,27.615848541259766,0.8504543079324911,0.8504543079324911,0.4567926610888229,82.82433748848786,1.000236141825504,0.8862086221944843,Up,12537800.0,Friday,<1%,75-100%,0.8-1.2x,October,0.4567926610888229,0.2745952023929915,1.663512898652455,0 to 0.5%
KMI,2025-10-06,27.101572036743164,-1.8622513219111902,1.8622513219111902,0.2864235128241299,57.39134556025329,0.8685957898618707,-1.5509248609701487,Down,10716800.0,Monday,1-2%,50-75%,0.8-1.2x,October,0.2864235128241299,0.2605931360374153,1.0991214779463951,0 to 0.5%
