Ticker,Date,ClosePrice,ChangePct,AbsChange,OvernightReturn,20D_Range,VolRatio,5D_Change,Direction,Volume,DayOfWeek,Bin,RangeBin,VolBin,Month,OvernightAbs,AvgOvernightVol20,VolSpike,GapBin
ADBE,2025-08-15,354.8500061035156,1.7987319332087193,1.7987319332087193,0.23389786050151962,53.79444966451835,1.0196040798420707,4.046333031662219,Up,3718700.0,Friday,1-2%,50-75%,0.8-1.2x,August,0.23389786050151962,0.3727287199845969,0.6275284086270183,0 to 0.5%
ADBE,2025-08-18,357.239990234375,0.6735195405808136,0.6735195405808136,0.5542523346921735,58.97654936940037,0.7997636004957823,7.0702822626783846,Up,2923000.0,Monday,<1%,50-75%,<0.8x,August,0.5542523346921735,0.3960896269363329,1.3993104009796842,0.5 to 1%
ADBE,2025-08-19,361.0299987792969,1.060913853019474,1.060913853019474,0.18003874987733148,67.19426174185779,0.7645434793262869,6.677896933670002,Up,2808000.0,Tuesday,1-2%,50-75%,<0.8x,August,0.18003874987733148,0.39677774023803514,0.45375214287304155,0 to 0.5%
ADBE,2025-08-20,353.42999267578125,-2.1050899175172444,2.1050899175172444,-0.9959508492820346,50.715495679102204,0.9916091337950149,0.6722264227439378,Down,3727900.0,Wednesday,2-3%,50-75%,0.8-1.2x,August,0.9959508492820346,0.43905772952271993,2.2683824524959126,-1 to -0.5%
ADBE,2025-08-21,353.42999267578125,0.0,0.0,0.670569891152839,50.715495679102204,0.6313652150681272,1.391361033433891,Flat,2363200.0,Thursday,<1%,50-75%,<0.8x,August,0.670569891152839,0.4642460062494397,1.4444279156438051,0.5 to 1%
ADBE,2025-08-22,362.0899963378906,2.4502741254485594,2.4502741254485594,0.1298023213722077,69.49260881648426,0.8063227769180681,2.0402959306313084,Up,3058600.0,Friday,2-3%,50-75%,0.8-1.2x,August,0.1298023213722077,0.4668249102481231,0.27805354539288873,0 to 0.5%
ADBE,2025-08-25,363.2099914550781,0.30931401820402105,0.30931401820402105,-0.04955609152165197,71.92104601458385,0.6014050973706659,1.6711458358249276,Up,2259500.0,Monday,<1%,50-75%,<0.8x,August,0.04955609152165197,0.4560403256844891,0.1086660295825183,-0.5 to 0%
ADBE,2025-08-26,354.9100036621094,-2.285176065701733,2.285176065701733,0.30148694406411103,61.13569221951655,1.0850175861199698,-1.6951486407999927,Down,4067400.0,Tuesday,2-3%,50-75%,0.8-1.2x,August,0.30148694406411103,0.4708446495454937,0.6403108633710425,0 to 0.5%
ADBE,2025-08-27,356.3500061035156,0.40573734934143957,0.40573734934143957,0.3591970695589142,76.01851688563619,0.6358828892716036,0.8261928778673377,Up,2353800.0,Wednesday,<1%,75-100%,<0.8x,August,0.3591970695589142,0.4649035382655409,0.7726270935665585,0 to 0.5%
ADBE,2025-08-28,353.9599914550781,-0.6706930286240032,0.6706930286240032,0.01130312631023589,69.11295300238073,1.0373623376180572,0.14995863120850217,Down,3803100.0,Thursday,<1%,50-75%,0.8-1.2x,August,0.01130312631023589,0.44114609369063473,0.025622183834098512,0 to 0.5%
ADBE,2025-08-29,356.70001220703125,0.7741046497061088,0.7741046497061088,-1.8110517946679505,77.02980336830967,0.7366800690541617,-1.4885758196505394,Up,2639300.0,Friday,<1%,75-100%,<0.8x,August,1.8110517946679505,0.48339483082095674,3.7465270193150677,-2 to -1%
ADBE,2025-09-02,345.6300048828125,-3.1034502229827954,3.1034502229827954,0.02603834638752467,45.0447932281104,1.2182504248638995,-4.840171522219794,Down,4229400.0,Tuesday,3-5%,25-50%,1.2-2x,September,0.02603834638752467,0.47790921019149835,0.054483876502591566,0 to 0.5%
ADBE,2025-09-03,348.5,0.8303663098232938,0.8303663098232938,-1.796272529591103,53.33718366987038,0.8854395327908425,-1.8060926984216574,Up,3035300.0,Wednesday,<1%,50-75%,0.8-1.2x,September,1.796272529591103,0.5247694838635513,3.422974438921764,-2 to -1%
ADBE,2025-09-04,344.30999755859375,-1.20229625291427,1.20229625291427,0.43565391961781774,41.230843840931136,1.402595698930864,-3.3787030556200914,Down,4918300.0,Thursday,1-2%,25-50%,1.2-2x,September,0.43565391961781774,0.5236949002514331,0.8318849761734444,0 to 0.5%
ADBE,2025-09-05,348.9700012207031,1.3534325738875363,1.3534325738875363,-0.031525881524430144,54.695176792169995,1.3296602701754685,-1.409761090190409,Up,4662600.0,Friday,1-2%,50-75%,1.2-2x,September,0.031525881524430144,0.5192108922697504,0.060718836977039406,-0.5 to 0%
ADBE,2025-09-08,358.6600036621094,2.7767436763935116,2.7767436763935116,1.1403547359977617,82.69288422537696,1.4074122652185015,0.549478942529591,Up,5043300.0,Monday,2-3%,75-100%,1.2-2x,September,1.1403547359977617,0.48064162940626654,2.3725675560113975,1 to 2%
ADBE,2025-09-09,354.05999755859375,-1.2825534089519697,1.2825534089519697,0.6298398581328302,69.40190459395114,1.2076273552768253,2.439022236694832,Down,4324900.0,Tuesday,1-2%,50-75%,1.2-2x,September,0.6298398581328302,0.5101853998463908,1.234531325911062,0.5 to 1%
ADBE,2025-09-10,350.1600036621094,-1.1015065026765636,1.1015065026765636,1.2936939490291177,56.28961417120595,1.2539681446642656,0.47632816703282455,Down,4552500.0,Wednesday,1-2%,50-75%,1.2-2x,September,1.2936939490291177,0.5584706071054384,2.3164942479862156,1 to 2%
ADBE,2025-09-11,350.54998779296875,0.1113731227955217,0.1113731227955217,3.009561739530753,57.46603710533124,2.9496268050665555,1.812317469321556,Up,11804200.0,Thursday,<1%,50-75%,>2x,September,3.009561739530753,0.6865883771727506,4.383356665493808,>2%
ADBE,2025-09-12,349.3599853515625,-0.33946726083158296,0.33946726083158296,0.32631517524546183,51.028529575892854,3.128408352093552,0.11175290984761777,Down,14146600.0,Friday,<1%,50-75%,>2x,September,0.32631517524546183,0.6993181584028886,0.466619050748953,0 to 0.5%
ADBE,2025-09-15,347.1000061035156,-0.6468912705536844,0.6468912705536844,0.8815896009178203,44.57144601004464,1.447991485674862,-3.223107522600799,Down,6768600.0,Monday,<1%,25-50%,1.2-2x,September,0.8815896009178203,0.7317027454237035,1.2048466490409608,0.5 to 1%
ADBE,2025-09-16,352.7300109863281,1.6220123260768382,1.6220123260768382,0.1275711381049982,60.65717424665179,1.3770839009494826,-0.37563875654874623,Up,6697000.0,Tuesday,1-2%,50-75%,1.2-2x,September,0.1275711381049982,0.7103686855943447,0.17958440552353902,0 to 0.5%
ADBE,2025-09-17,362.07000732421875,2.6479165500473023,2.6479165500473023,1.3229425057167177,87.34287806919643,1.2784053182485773,3.401303272089873,Up,6449900.0,Wednesday,2-3%,75-100%,1.2-2x,September,1.3229425057167177,0.767513873386314,1.7236724332810056,1 to 2%
ADBE,2025-09-18,367.4599914550781,1.4886580003388383,1.4886580003388383,0.4027679259631878,91.3618009099452,0.9324839914490253,4.823849451136275,Up,4752400.0,Thursday,1-2%,75-100%,0.8-1.2x,September,0.4027679259631878,0.7378547272203717,0.545863448595749,0 to 0.5%
ADBE,2025-09-19,365.8999938964844,-0.42453534939039805,0.42453534939039805,-0.47553710396268656,87.39839100351386,1.434462337672024,4.734374066416791,Down,7693000.0,Friday,<1%,75-100%,1.2-2x,September,0.47553710396268656,0.7281030878608641,0.6531178234112347,-0.5 to 0%
ADBE,2025-09-22,364.0799865722656,-0.4974056721995024,0.4974056721995024,0.02746816831575849,82.77438693450193,0.8648553356098161,4.891956257611252,Down,4709600.0,Monday,<1%,75-100%,0.8-1.2x,September,0.02746816831575849,0.7229863802080416,0.037992649747917016,0 to 0.5%
ADBE,2025-09-23,361.7799987792969,-0.6317259607216075,0.6317259607216075,-1.708218446744847,76.93091983860413,0.6935228538870027,2.5656982709417075,Down,3831100.0,Tuesday,<1%,75-100%,<0.8x,September,1.708218446744847,0.8059194979692015,2.1195894267967286,-2 to -1%
ADBE,2025-09-24,353.2699890136719,-2.352260985775645,2.352260985775645,-0.38497053071492315,55.30995202163523,1.0910231362650582,-2.4304742542971325,Down,6140000.0,Wednesday,2-3%,50-75%,0.8-1.2x,September,0.38497053071492315,0.810093677301742,0.4752173007906716,-0.5 to 0%
ADBE,2025-09-25,354.1600036621094,0.251936104428907,0.251936104428907,-0.1270646607121062,57.57116894152966,0.5877690073261944,-3.6194383340355185,Up,3336700.0,Thursday,<1%,50-75%,<0.8x,September,0.1270646607121062,0.7984870568594016,0.1591317725447864,-0.5 to 0%
ADBE,2025-09-26,360.3699951171875,1.7534423398647858,1.7534423398647858,0.46341633608850685,73.34859212807463,0.5448209652355291,-1.5113415882869186,Up,3073000.0,Friday,1-2%,50-75%,<0.8x,September,0.46341633608850685,0.8210927173483151,0.5643897775455745,0 to 0.5%
ADBE,2025-09-29,359.4200134277344,-0.26361287075085116,0.26361287075085116,0.3116117843595445,70.93501986434559,0.7135410694450401,-1.2799311460110374,Down,4075900.0,Monday,<1%,50-75%,<0.8x,September,0.3116117843595445,0.7461207168328949,0.41764258427545403,0 to 0.5%
ADBE,2025-09-30,352.75,-1.8557712922336878,1.8557712922336878,-1.5846906698485097,53.988841231000166,0.9292606062287,-2.4959917103669405,Down,5360700.0,Tuesday,1-2%,50-75%,0.8-1.2x,September,1.5846906698485097,0.8240533330059441,1.9230438205594624,-2 to -1%
ADBE,2025-10-01,343.7200012207031,-2.5598862591911797,2.5598862591911797,0.011639865233270541,31.046762623396194,1.0948117732191238,-2.703311373726447,Down,6505700.0,Wednesday,2-3%,25-50%,0.8-1.2x,October,0.011639865233270541,0.7348216997880525,0.015840393984864455,0 to 0.5%
ADBE,2025-10-02,351.4800109863281,2.2576544100040064,2.2576544100040064,0.14794269870785914,37.098422911660464,0.6710715955043598,-0.7567180506181992,Up,3955400.0,Thursday,2-3%,25-50%,<0.8x,October,0.14794269870785914,0.7204361387425544,0.20535157906719892,0 to 0.5%
ADBE,2025-10-03,346.739990234375,-1.3485889961854736,1.3485889961854736,0.054796806470980286,21.71373895334901,0.5367079642366597,-3.7822252317039284,Down,3122100.0,Friday,1-2%,0-25%,<0.8x,October,0.054796806470980286,0.721599684989882,0.075937957860595,0 to 0.5%
ADBE,2025-10-06,350.1400146484375,0.9805688728791617,0.9805688728791617,0.6997148531889597,32.74919719250145,0.9156760788583628,-2.5819371299875438,Up,5340200.0,Monday,<1%,25-50%,0.8-1.2x,October,0.6997148531889597,0.6995676908494419,1.0002103618298024,0.5 to 1%
ADBE,2025-10-07,348.30999755859375,-0.5226529426181736,0.5226529426181736,0.48520066987798316,26.809511263077194,0.5667440377679404,-1.258682478074058,Down,3275500.0,Tuesday,<1%,25-50%,<0.8x,October,0.48520066987798316,0.6923357314366996,0.7008170282806575,0 to 0.5%
ADBE,2025-10-08,348.7699890136719,0.13206381048558313,0.13206381048558313,0.2867219174528257,28.302505393321198,0.5746895189577563,1.4692155751873548,Up,3285000.0,Wednesday,<1%,25-50%,<0.8x,October,0.2867219174528257,0.641987129857885,0.4466163013521729,0 to 0.5%
ADBE,2025-10-09,347.4700012207031,-0.372734992665269,0.372734992665269,0.12663033926971767,24.083135396629494,0.5493582914587165,-1.1408926938325847,Down,2895500.0,Thursday,<1%,0-25%,<0.8x,October,0.12663033926971767,0.4978405598448331,0.2543592255905903,0 to 0.5%
ADBE,2025-10-10,337.510009765625,-2.866432043079259,2.866432043079259,0.5155373719384793,1.6804469675840539,0.8963712078635516,-2.661931340111967,Down,4282400.0,Friday,2-3%,0-25%,0.8-1.2x,October,0.5155373719384793,0.5073016696794841,1.0162343291008653,0.5 to 1%
ADBE,2025-10-13,339.32000732421875,0.5362796676313897,0.5362796676313897,-1.2083007235108578,10.524885028812058,0.6579652553561391,-3.0901944569468043,Up,3020100.0,Monday,<1%,0-25%,<0.8x,October,1.2083007235108578,0.523637225809136,2.3075149434682847,-2 to -1%
ADBE,2025-10-14,335.94000244140625,-0.9961112842906794,0.9961112842906794,-0.15478627430282055,8.44258668188012,0.6890996368323064,-3.5514326903885673,Down,3036900.0,Tuesday,<1%,0-25%,<0.8x,October,0.15478627430282055,0.5249979826190271,0.2948321316029582,-0.5 to 0%
ADBE,2025-10-15,330.6300048828125,-1.5806386616669443,1.5806386616669443,0.9769169225566365,3.409396484579645,0.9179746581158149,-5.201131032563778,Down,3929900.0,Wednesday,1-2%,0-25%,0.8-1.2x,October,0.9769169225566365,0.507696703461023,1.924213641524337,0.5 to 1%
ADBE,2025-10-16,329.2300109863281,-0.4234321978674016,0.4234321978674016,-0.44953708256857405,4.041137783201858,1.069972237697742,-5.2493712177441925,Down,4570900.0,Thursday,<1%,0-25%,0.8-1.2x,October,0.44953708256857405,0.5100351612912923,0.8813844940228219,-0.5 to 0%
ADBE,2025-10-17,333.260009765625,1.2240678689113382,1.2240678689113382,0.4140925530738082,13.970429858810904,0.98677453119039,-1.2592219125445503,Up,4035000.0,Friday,1-2%,0-25%,0.8-1.2x,October,0.4140925530738082,0.5069629337468484,0.8168103139480904,0 to 0.5%
ADBE,2025-10-20,343.3999938964844,3.0426645363152316,3.0426645363152316,0.05532977425255492,38.56412723672767,0.9640482518104309,1.2024008264172936,Up,3903200.0,Monday,3-5%,25-50%,0.8-1.2x,October,0.05532977425255492,0.5083560140436882,0.10884060131882273,0 to 0.5%
ADBE,2025-10-21,357.54998779296875,4.120557410595005,4.120557410595005,-0.5789335414099317,84.2443971989203,1.0767804272583885,6.4326919076365785,Up,4389700.0,Tuesday,3-5%,75-100%,0.8-1.2x,October,0.5789335414099317,0.4518917687769425,1.2811331858883628,-1 to -0.5%
ADBE,2025-10-22,354.0899963378906,-0.9676944688029376,0.9676944688029376,-0.4462104517513499,74.54439677114392,0.8717515457352423,7.0955421796618845,Down,3436000.0,Wednesday,<1%,50-75%,0.8-1.2x,October,0.4462104517513499,0.4549537648287639,0.9807819744480962,-0.5 to 0%
ADBE,2025-10-23,354.1199951171875,0.008472077609411599,0.008472077609411599,0.872584542103616,74.62849760659118,0.6182446483494478,7.560059320319068,Up,2408100.0,Thursday,<1%,50-75%,<0.8x,October,0.872584542103616,0.4922297588983393,1.772717976370526,0.5 to 1%
ADBE,2025-10-24,353.5199890136719,-0.1694358160479137,0.1694358160479137,0.5798875238332224,72.94639534237082,0.5249261176054166,6.079331049139469,Down,2016900.0,Friday,<1%,50-75%,<0.8x,October,0.5798875238332224,0.49805331828557514,1.1643081223298364,0.5 to 1%
ADBE,2025-10-27,357.79998779296875,1.2106808419060533,1.2106808419060533,0.6148720743680558,87.82605157382247,0.748226790868469,4.193358809675796,Up,2828200.0,Monday,1-2%,75-100%,<0.8x,October,0.6148720743680558,0.5132163327860007,1.1980758114813217,0.5 to 1%
ADBE,2025-10-28,359.9100036621094,0.5897193798568567,0.5897193798568567,-1.2197534394067344,89.53036666604845,0.8207279126952595,0.6600520066321947,Up,3005600.0,Tuesday,<1%,75-100%,0.8-1.2x,October,1.2197534394067344,0.49496947126391183,2.464300346225548,-2 to -1%
ADBE,2025-10-29,337.8599853515625,-6.126536658105197,6.126536658105197,0.10064135150984477,28.618734414543223,1.8362045150517603,-4.583583595747964,Down,6746500.0,Wednesday,5-10%,25-50%,1.2-2x,October,0.10064135150984477,0.49941954557774065,0.20151664547574005,0 to 0.5%
ADBE,2025-10-30,339.239990234375,0.40845466839658506,0.40845466839658506,-0.159172869616786,32.43090131360426,1.183530917756076,-4.201966872242934,Up,4373200.0,Thursday,<1%,25-50%,0.8-1.2x,October,0.159172869616786,0.499981054123187,0.3183578023689843,-0.5 to 0%
ADBE,2025-10-31,340.30999755859375,0.3154130866114935,0.3154130866114935,0.0,35.38672165449055,1.0097367665563937,-3.7367028359370225,Up,3763400.0,Friday,<1%,25-50%,0.8-1.2x,October,0.0,0.4972412137996379,0.0,-0.5 to 0%
ADBE,2025-11-03,337.4700012207031,-0.834532149588596,0.834532149588596,-0.725994073004721,27.54143054892843,1.0713005993003148,-5.681941661783685,Down,3916600.0,Monday,<1%,25-50%,0.8-1.2x,November,0.725994073004721,0.49855517479042605,1.4561960435169523,-1 to -0.5%
ADBE,2025-11-04,335.3500061035156,-0.6282025393424595,0.6282025393424595,-0.8170629795984929,21.68509242102104,1.0047404449980555,-6.823927456501366,Down,3694300.0,Tuesday,<1%,0-25%,0.8-1.2x,November,0.8170629795984929,0.5151482902764515,1.586073359886375,-1 to -0.5%
ADBE,2025-11-05,335.5299987792969,0.05367307961989809,0.05367307961989809,-0.7540305750607601,22.18230958976633,0.7261269343517273,-0.6896308155110886,Up,2646700.0,Wednesday,<1%,0-25%,<0.8x,November,0.7540305750607601,0.5385137231568482,1.4002067962920606,-1 to -0.5%
ADBE,2025-11-06,327.3500061035156,-2.4379318408312645,2.4379318408312645,-0.46434076765201615,7.152021875984123,1.0525318605592193,-3.5048887139292773,Down,3888700.0,Thursday,2-3%,0-25%,0.8-1.2x,November,0.46434076765201615,0.5553992445759632,0.8360486122132404,-0.5 to 0%
ADBE,2025-11-07,326.95001220703125,-0.12219150420845759,0.12219150420845759,0.3211462773409668,9.638584050875119,1.1156973786835769,-3.9258280530715894,Down,4112600.0,Friday,<1%,0-25%,0.8-1.2x,November,0.3211462773409668,0.5456796898460875,0.5885252526652553,0 to 0.5%
ADBE,2025-11-10,328.8500061035156,0.5811267244367757,0.5811267244367757,0.1976566472313701,14.310315718385953,0.8367055430725823,-2.5542996669354556,Up,3087000.0,Monday,<1%,0-25%,0.8-1.2x,November,0.1976566472313701,0.4951474860321131,0.399187419520799,0 to 0.5%
ADBE,2025-11-11,333.2200012207031,1.328871837031964,1.328871837031964,0.11703503073967614,25.055321064775733,0.7684728260647977,-0.635158742819586,Up,2827200.0,Tuesday,1-2%,25-50%,<0.8x,November,0.11703503073967614,0.49325992385395595,0.23726847667909828,0 to 0.5%
ADBE,2025-11-12,337.04998779296875,1.1493867589685625,1.1493867589685625,-0.6052449491844469,34.47254581949838,0.8232929515418502,0.4530113608922637,Up,2990200.0,Wednesday,1-2%,25-50%,0.8-1.2x,November,0.6052449491844469,0.4746763251853464,1.275068751212982,-1 to -0.5%
ADBE,2025-11-13,333.6000061035156,-1.0235816093760675,1.0235816093760675,-0.20683526042626355,25.98968240568781,0.8670244836178582,1.9092713864265587,Down,3084600.0,Thursday,1-2%,25-50%,0.8-1.2x,November,0.20683526042626355,0.4625412340782308,0.44717150642461634,-0.5 to 0%
ADBE,2025-11-14,331.1099853515625,-0.7464090846510563,0.7464090846510563,0.0,19.867184422308515,0.7903251426371742,1.27235754372661,Down,2761400.0,Friday,<1%,0-25%,<0.8x,November,0.0,0.4418366064245404,0.0,-0.5 to 0%
ADBE,2025-11-17,325.07000732421875,-1.824160639834127,1.824160639834127,-0.3968402239076019,5.01600165081509,0.9526985185538036,-1.1494598476933016,Down,3300000.0,Monday,1-2%,0-25%,0.8-1.2x,November,0.3968402239076019,0.45891212890729277,0.8647411975196883,-0.5 to 0%
ADBE,2025-11-18,324.4700012207031,-0.18457750330598266,0.18457750330598266,-0.3975740561742769,8.554804986384474,0.9641268760927983,-2.6258927939336263,Down,3286400.0,Tuesday,<1%,0-25%,0.8-1.2x,November,0.3975740561742769,0.44984415464551003,0.8838039842655653,-0.5 to 0%
ADBE,2025-11-19,318.1099853515625,-1.960124463036128,1.960124463036128,0.2389141493892577,6.038729382402963,1.09188620830656,-5.619345238795869,Down,3738400.0,Wednesday,1-2%,0-25%,0.8-1.2x,November,0.2389141493892577,0.4394793395274054,0.5436299909938298,0 to 0.5%
ADBE,2025-11-20,312.3999938964844,-1.7949739769305473,1.7949739769305473,0.3745241519185427,0.6006538718758814,1.1106933685190135,-6.354919610059273,Down,3884800.0,Thursday,1-2%,0-25%,0.8-1.2x,November,0.3745241519185427,0.4145763200181518,0.9033901210328282,0 to 0.5%
ADBE,2025-11-21,324.19000244140625,3.7740104914434136,3.7740104914434136,0.24985272602295883,24.17962438383617,1.3263662501443076,-2.0899348302071963,Up,4825400.0,Friday,3-5%,0-25%,1.2-2x,November,0.24985272602295883,0.39807458012763863,0.6276530542162377,0 to 0.5%
ADBE,2025-11-24,318.7300109863281,-1.6841948900213066,1.6841948900213066,-0.30120225255394484,13.701808624214587,1.4371829684899546,-1.9503479850625616,Down,5414400.0,Monday,1-2%,0-25%,1.2-2x,November,0.30120225255394484,0.3823910890369331,0.7876811494549585,-0.5 to 0%
ADBE,2025-11-25,319.54998779296875,0.25726375878543095,0.25726375878543095,-0.1095213892369884,18.11971951333034,0.9893991075698886,-1.516323052739721,Up,3765000.0,Tuesday,<1%,0-25%,0.8-1.2x,November,0.1095213892369884,0.3268794865284458,0.3350512765427316,-0.5 to 0%
ADBE,2025-11-26,317.5199890136719,-0.6352679883724677,0.6352679883724677,0.0881830401187278,17.909966274912463,0.8358050598671277,-0.18546929208732577,Down,3025000.0,Wednesday,<1%,0-25%,0.8-1.2x,November,0.0881830401187278,0.32625657095888994,0.27028739945237557,0 to 0.5%
ADBE,2025-11-28,320.1300048828125,0.8220004911338785,0.8220004911338785,-1.1682723197858569,27.66443114909031,0.5162839131811104,2.4743953704715826,Up,1802200.0,Friday,<1%,25-50%,<0.8x,November,1.1682723197858569,0.3767115434673435,3.1012384410437703,-2 to -1%
ADBE,2025-12-01,322.8500061035156,0.8496551960816001,0.8496551960816001,-0.3809852758478005,36.475580002135345,1.0476857258450953,-0.41333672469828775,Up,3651300.0,Monday,<1%,25-50%,0.8-1.2x,December,0.3809852758478005,0.3957608072597335,0.9626655011287261,-0.5 to 0%
ADBE,2025-12-02,322.80999755859375,-0.012392301119867888,0.012392301119867888,-0.25711303198252544,38.743109569307904,1.1354202660832087,1.2800760617551754,Down,3959500.0,Tuesday,<1%,25-50%,0.8-1.2x,December,0.25711303198252544,0.37231675520862373,0.6905760441494364,-0.5 to 0%
ADBE,2025-12-03,326.7799987792969,1.2298259814529144,1.2298259814529144,0.5477717582497599,53.46709075460369,0.8916725731560904,2.2625602448817173,Up,3082200.0,Wednesday,1-2%,50-75%,0.8-1.2x,December,0.5477717582497599,0.3588521941411871,1.5264550898475047,0.5 to 1%
ADBE,2025-12-04,328.7300109863281,0.5967354839083283,0.5967354839083283,0.5688543956107628,60.33091319624594,1.0252202526876963,3.5304933108238234,Up,3592300.0,Thursday,<1%,50-75%,0.8-1.2x,December,0.5688543956107628,0.3495933851686872,1.627188670450034,0.5 to 1%
ADBE,2025-12-05,346.260009765625,5.33264326147147,5.33264326147147,0.34367308029932264,93.7027389938767,2.0721475941999152,8.162310462706458,Up,7650400.0,Friday,5-10%,75-100%,>2x,December,0.34367308029932264,0.34356000080105253,1.0003291404645664,0 to 0.5%
ADBE,2025-12-08,339.1199951171875,-2.0620384817959247,2.0620384817959247,0.6723280290532596,74.40540210620777,1.1600985121850063,5.0394885259674504,Down,4293600.0,Monday,2-3%,50-75%,0.8-1.2x,December,0.6723280290532596,0.3611190883866672,1.8617903364149124,0.5 to 1%
ADBE,2025-12-09,344.32000732421875,1.5333841359706168,1.5333841359706168,-0.6360369408752065,88.45948915223818,1.1349964096699556,6.663365424957357,Up,4267700.0,Tuesday,1-2%,75-100%,0.8-1.2x,December,0.6360369408752065,0.38303810306885894,1.6605056671368952,-1 to -0.5%
ADBE,2025-12-10,343.1300048828125,-0.34560943775936437,0.34560943775936437,-0.4313266007831551,85.2432663376267,1.715385771688644,5.003368065546199,Down,6789900.0,Wednesday,<1%,75-100%,1.2-2x,December,0.4313266007831551,0.39875268157103294,1.0816895301713965,-0.5 to 0%
ADBE,2025-12-11,350.42999267578125,2.1274699644707296,2.1274699644707296,0.3167582376910394,85.53180622246714,2.353370429915722,6.601156257180185,Up,10158700.0,Thursday,2-3%,75-100%,>2x,December,0.3167582376910394,0.38432834599636256,0.8241865087256336,0 to 0.5%
ADBE,2025-12-12,356.42999267578125,1.712182211969293,1.712182211969293,-1.0745410461990734,87.71518118321295,1.236052179302961,2.937094271163465,Up,5483900.0,Friday,1-2%,75-100%,1.2-2x,December,1.0745410461990734,0.42771363528500306,2.512290835626652,-2 to -1%
ADBE,2025-12-15,351.1499938964844,-1.4813564761088194,1.4813564761088194,-0.3274936398897865,77.38654408692018,1.1984752523750373,3.5474165347106013,Down,5480100.0,Monday,1-2%,75-100%,0.8-1.2x,December,0.3274936398897865,0.4440883172794924,0.7374515994837001,-0.5 to 0%
ADBE,2025-12-16,347.8900146484375,-0.9283722923850823,0.9283722923850823,0.0,71.00943227270014,0.8926469663832213,1.0368283132781153,Down,4118200.0,Tuesday,<1%,50-75%,0.8-1.2x,December,0.0,0.4242463060841123,0.0,-0.5 to 0%
ADBE,2025-12-17,354.6600036621094,1.946014179370259,1.946014179370259,0.3411694136875143,84.25276102919229,0.9365580271352456,3.360242070125774,Up,4371600.0,Wednesday,1-2%,75-100%,0.8-1.2x,December,0.3411694136875143,0.42142607395977416,0.8095593385616655,0 to 0.5%
ADBE,2025-12-18,355.80999755859375,0.32425249100827,0.32425249100827,-0.0786933422945113,86.50235806817503,0.7212519455430795,1.535258110109905,Up,3352700.0,Thursday,<1%,75-100%,<0.8x,December,0.0786933422945113,0.4134150336050368,0.19034949360281936,-0.5 to 0%
ADBE,2025-12-19,355.8599853515625,0.014049013043959668,0.014049013043959668,-0.07586945000437328,86.60014327502836,1.7806042310901684,-0.1599212568896391,Up,8706300.0,Friday,<1%,75-100%,1.2-2x,December,0.07586945000437328,0.39848229850932837,0.19039603587961437,-0.5 to 0%
ADBE,2025-12-22,357.5299987792969,0.4692894667784886,0.4692894667784886,-0.01678112572331969,89.01146707771109,0.6173104628785999,1.8168887921704568,Up,2960800.0,Monday,<1%,75-100%,<0.8x,December,0.01678112572331969,0.38682871849434647,0.04338128200159717,-0.5 to 0%
ADBE,2025-12-23,352.4200134277344,-1.429246600008216,1.429246600008216,-0.05959422412294968,78.17144359069142,0.6524952465641128,1.3021353268430902,Down,3052500.0,Tuesday,1-2%,75-100%,<0.8x,December,0.05959422412294968,0.37474831707279666,0.15902466110707902,-0.5 to 0%
ADBE,2025-12-24,352.9800109863281,0.15890061212673334,0.15890061212673334,-0.13598814986345298,79.12468670530527,0.2564711417747847,-0.4736910445029552,Up,1166500.0,Wednesday,<1%,75-100%,<0.8x,December,0.13598814986345298,0.3760716551041199,0.36160170014888,-0.5 to 0%
ADBE,2025-12-26,353.79998779296875,0.23230120151829237,0.23230120151829237,-0.1215355258951778,80.87982297187472,0.325542113417342,-0.564910986036582,Up,1455100.0,Friday,<1%,75-100%,<0.8x,December,0.1215355258951778,0.37773927939294233,0.3217444743646868,-0.5 to 0%
ADBE,2025-12-29,353.1600036621094,-0.18088868087634546,0.18088868087634546,-0.3199696656175255,79.50646664776237,0.618228445810418,-0.7587202272224425,Down,2794000.0,Monday,<1%,75-100%,<0.8x,December,0.3199696656175255,0.3353241466845258,0.9542100346222729,-0.5 to 0%
ADBE,2025-12-30,352.510009765625,-0.1840508239167038,0.1840508239167038,-0.4255198316204689,77.14546140822573,0.5062670948863113,-1.4040749114232254,Down,2252600.0,Tuesday,<1%,75-100%,<0.8x,December,0.4255198316204689,0.33755087447315923,1.260609477859032,-0.5 to 0%
ADBE,2025-12-31,349.989990234375,-0.7148788577452048,0.7148788577452048,0.19714919302240563,69.7718505711532,0.4856716311723065,-0.6895247434231422,Down,2116200.0,Wednesday,<1%,50-75%,<0.8x,December,0.19714919302240563,0.33455268252515324,0.5892919211836929,0 to 0.5%
ADBE,2026-01-02,333.29998779296875,-4.768708507986064,4.768708507986064,-0.9570964771195123,23.78852953341078,1.2582128851165912,-5.575393104659865,Down,5643500.0,Friday,3-5%,0-25%,1.2-2x,January,0.9570964771195123,0.35501891846864086,2.69590274582523,-1 to -0.5%
ADBE,2026-01-05,331.55999755859375,-0.5220492943599497,0.5220492943599497,-0.4705023434915634,11.68130536017589,1.1000324823541805,-6.286034765888415,Down,5012100.0,Monday,<1%,0-25%,0.8-1.2x,January,0.4705023434915634,0.3501013158626809,1.343903385030712,-0.5 to 0%
